id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
/accounts/profile/raidersmkq89,['Data Analysis & Statistics'],,,,,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/amine5,['Data Analysis & Statistics'],,,,,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/prakhar,['Data Analysis & Statistics'],,,,,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/andrey10,['Data Analysis & Statistics'],,,,,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/rodney2,['Data Analysis & Statistics'],,,,,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/pravash.kumar11,['Data Analysis & Statistics'],,,,,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/a.friend911,['Data Analysis & Statistics'],,,,,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/hafeezur,['Data Analysis & Statistics'],,,,,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/sarafayez70,['Data Analysis & Statistics'],,,,,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/chiemela,['Data Analysis & Statistics'],,,,,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/ninaelitaz,['Data Analysis & Statistics'],,,,,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/nitinpango,['Data Analysis & Statistics'],,,,,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/william18,['Data Analysis & Statistics'],,,,,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/awemans,['Data Analysis & Statistics'],,,,,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/leo_james,['Data Analysis & Statistics'],,,,,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/seb478,['Data Analysis & Statistics'],,,,,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/prasadrao.rmce,['Data Analysis & Statistics'],,,,,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/kan,['Data Analysis & Statistics'],,,,,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/carlo2,['Data Analysis & Statistics'],,,,,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/madhulika,['Data Analysis & Statistics'],,,,,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/daria3,['Data Analysis & Statistics'],,,,,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/doctorjaj,['Data Analysis & Statistics'],,,,,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/subrat2,['Data Analysis & Statistics'],,,,,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/sbusiso.mkhondwane,"['Data Analysis & Statistics', 'Computer Science']",,,,,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/honmyou,['Data Analysis & Statistics'],,,,,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/kishore4,['Data Analysis & Statistics'],,,,,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/smartyworld,['Data Analysis & Statistics'],,,,,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/ayoutabezine,['Data Analysis & Statistics'],,,,,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/ruben8,['Data Analysis & Statistics'],,,,,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/yuya86,['Data Analysis & Statistics'],,,,,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/logan_edmiston,['Data Analysis & Statistics'],,,,,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/patrick9,['Data Analysis & Statistics'],,,,,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/ricardo22,['Data Analysis & Statistics'],,,,,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/chhanndresh,['Data Analysis & Statistics'],,,,,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/erwan2,['Data Analysis & Statistics'],,,,,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/luigi.esposito,['Data Analysis & Statistics'],,,,,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/bogdan5,['Data Analysis & Statistics'],,,,,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/jaideep,['Data Analysis & Statistics'],,,,,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/mariangela,['Data Analysis & Statistics'],,,,,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/michaelfarsan,['Data Analysis'],['Data Analysis & Statistics'],,,,,,,,,,,,,,,,,,,,,,,,,,
