cliq,freq
"['Data Analysis', 'Economics', 'Environmental Science and Sustainability', 'Software Development']",1
"['Data Analysis', 'Economics', 'Environmental Science and Sustainability', 'History']",1
"['Economics', 'Environmental Science and Sustainability', 'History', 'Software Development']",1
"['Data Analysis', 'Environmental Science and Sustainability', 'History', 'Software Development']",1
"['Computer Science', 'Human Rights', 'Philosophy', 'Software Development']",1
"['Business Strategy', 'Computer Science', 'Human Rights', 'Philosophy']",1
"['Computer Science', 'Governance and Society', 'Human Rights', 'Philosophy']",1
"['Business Strategy', 'Human Rights', 'Philosophy', 'Software Development']",1
"['Governance and Society', 'Human Rights', 'Philosophy', 'Software Development']",1
"['Business Strategy', 'Governance and Society', 'Human Rights', 'Philosophy']",1
"['Business Strategy', 'Computer Science', 'Philosophy', 'Software Development']",1
"['Computer Science', 'Governance and Society', 'Philosophy', 'Software Development']",1
"['Business Strategy', 'Computer Science', 'Governance and Society', 'Philosophy']",1
"['Business Strategy', 'Governance and Society', 'Philosophy', 'Software Development']",1
"['Business Strategy', 'Computer Science', 'Human Rights', 'Software Development']",1
"['Computer Science', 'Governance and Society', 'Human Rights', 'Software Development']",1
"['Business Strategy', 'Computer Science', 'Governance and Society', 'Human Rights']",1
"['Business Strategy', 'Governance and Society', 'Human Rights', 'Software Development']",1
"['Business Strategy', 'Computer Science', 'Governance and Society', 'Software Development']",1
"['Data Analysis', 'Economics', 'History', 'Software Development']",1
