cliq,freq
"['Biology & Life Sciences', 'Computer Science', 'Social Sciences']",154
"['Biology & Life Sciences', 'Computer Science', 'Computer Science']",149
"['Computer Science', 'Computer Science', 'Social Sciences']",145
"['Biology & Life Sciences', 'Business & Management', 'Computer Science']",126
"['Biology & Life Sciences', 'Computer Science', 'Software Development']",125
"['Computer Science', 'Engineering', 'Social Sciences']",125
"['Computer Science', 'Social Sciences', 'Software Development']",123
"['Computer Science', 'Computer Science', 'Software Development']",114
"['Biology & Life Sciences', 'Biology & Life Sciences', 'Computer Science']",111
"['Biology & Life Sciences', 'Computer Science', 'History']",108
"['Biology & Life Sciences', 'Computer Science', 'Math']",107
"['Computer Science', 'Data Analysis & Statistics', 'Social Sciences']",106
"['Biology & Life Sciences', 'Computer Science', 'Engineering']",106
"['Business & Management', 'Computer Science', 'Social Sciences']",103
"['Computer Science', 'Computer Science', 'Engineering']",101
"['Biology & Life Sciences', 'Engineering', 'Social Sciences']",97
"['Art & Culture', 'Biology & Life Sciences', 'Computer Science']",93
"['Biology & Life Sciences', 'Computer Science', 'Mobile and Web Development']",92
"['Business & Management', 'Computer Science', 'Computer Science']",91
"['Computer Science', 'Engineering', 'Software Development']",88
"['Biology & Life Sciences', 'Computer Science', 'Music and Art']",88
"['Computer Science', 'Computer Science', 'Data Analysis & Statistics']",87
"['Computer Science', 'Data Analysis & Statistics', 'Engineering']",83
"['Biology & Life Sciences', 'Computer Science', 'Psychology']",81
"['Computer Science', 'Leadership and Management', 'Social Sciences']",81
"['Business & Management', 'Computer Science', 'Engineering']",78
"['Biology & Life Sciences', 'Engineering', 'History']",78
"['Biology & Life Sciences', 'Engineering', 'Math']",78
"['Computer Science', 'Electronics', 'Social Sciences']",77
"['Biology & Life Sciences', 'History', 'Social Sciences']",77
"['Biology & Life Sciences', 'Math', 'Social Sciences']",77
"['Computer Science', 'Economics', 'Social Sciences']",76
"['Computer Science', 'Computer Science', 'Computer Science']",76
"['Business & Management', 'Computer Science', 'Software Development']",74
"['Computer Science', 'Data Analysis & Statistics', 'Software Development']",74
"['Biology & Life Sciences', 'Computer Science', 'Leadership and Management']",73
"['Computer Science', 'Computer Science', 'Leadership and Management']",72
"['Biology & Life Sciences', 'Chemistry', 'Computer Science']",72
"['Biology & Life Sciences', 'Business & Management', 'Social Sciences']",72
"['Biology & Life Sciences', 'History', 'Math']",72
"['Computer Science', 'Computer Science', 'Economics']",71
"['Computer Science', 'Computer Science', 'Electronics']",71
"['Biology & Life Sciences', 'Computer Science', 'Economics']",68
"['Biology & Life Sciences', 'Computer Science', 'Electronics']",68
"['Computer Science', 'History', 'Social Sciences']",68
"['Computer Science', 'Math', 'Social Sciences']",66
"['Biology & Life Sciences', 'Computer Science', 'Data Analysis & Statistics']",65
"['Biology & Life Sciences', 'Computer Science', 'Law']",65
"['Biology & Life Sciences', 'Business & Management', 'Engineering']",65
"['Biology & Life Sciences', 'Biology & Life Sciences', 'Social Sciences']",64
"['Biology & Life Sciences', 'Social Sciences', 'Software Development']",63
"['Business & Management', 'Computer Science', 'Data Analysis & Statistics']",63
"['Biology & Life Sciences', 'Computer Science', 'Data Analysis']",63
"['Biology & Life Sciences', 'Biology & Life Sciences', 'History']",62
"['Biology & Life Sciences', 'Business & Management', 'History']",62
"['Biology & Life Sciences', 'Biology & Life Sciences', 'Math']",62
"['Biology & Life Sciences', 'Business & Management', 'Math']",62
"['Computer Science', 'Leadership and Management', 'Software Development']",61
"['Data Analysis & Statistics', 'Engineering', 'Social Sciences']",61
"['Computer Science', 'Electronics', 'Software Development']",60
"['Computer Science', 'Economics', 'Software Development']",60
